severity,finding,predicted_floor,floor_lung_median,empirical_threshold,ratio,dprime_slope,linearity_r2,n_trials,veil_fraction,psf_sigma,passes
0.0,miliary_nodule,0.5206777693160316,0.20085777567911603,0.2514816192291815,2.07044065849411,19.88216878563747,0.8910489654153454,24,0.018508680773358304,1.3168214404099132,False
0.0,infiltrate,0.10738487694540522,0.014933438100981484,0.02960931565666178,3.62672606792399,168.8657737982895,0.9941970587389779,24,0.018508680773358304,1.3168214404099132,False
0.0,cavity_wall,0.18328255129813242,0.06200867251689254,0.14665318727423218,1.2497686187713442,34.09404250212658,0.965571232789809,24,0.018508680773358304,1.3168214404099132,True
0.0,consolidation,0.09064104396726404,0.010817258287763063,0.015589996389209366,5.814051633135806,320.7184835181075,0.9976218794521313,24,0.018508680773358304,1.3168214404099132,False
0.25,miliary_nodule,0.268539198628393,0.11621134931597395,1.086519462196637,0.24715544265123626,4.6018503800119746,0.9802510603782922,24,0.11487710208363563,1.0374291597855396,False
0.25,infiltrate,0.11417823248816551,0.019080214040400004,0.06993679754079733,1.6325916613719713,71.49312201610707,0.9658560154854039,24,0.11487710208363563,1.0374291597855396,True
0.25,cavity_wall,0.1310107880673084,0.041533607248710386,0.34867696041550156,0.3757368651808515,14.339920808193751,0.9936609520756132,24,0.11487710208363563,1.0374291597855396,False
0.25,consolidation,0.09524483593799081,0.01773162187592251,0.04776102176347091,1.9941959451721145,104.68787759109779,0.9668721563391731,24,0.11487710208363563,1.0374291597855396,True
0.5,miliary_nodule,0.9272090339048369,0.11703572764968465,3.365521426019493,0.2755023416984975,1.485653890462274,0.9296541097700305,24,0.20618655573737749,0.8773707239823052,False
0.5,infiltrate,1.2498554812622915,0.032977415403623436,0.10016720759907582,12.477691164806146,49.916535759015524,0.5314560390927425,24,0.20618655573737749,0.8773707239823052,False
0.5,cavity_wall,0.677615658123766,0.050405132512645945,0.9961514643981207,0.6802335612016437,5.019317020249549,0.940654345242466,24,0.20618655573737749,0.8773707239823052,True
0.5,consolidation,0.5556503575287287,0.0320539113666437,0.06164438638554887,9.013803042072105,81.11038641423052,0.9785902783699224,24,0.20618655573737749,0.8773707239823052,False
0.75,miliary_nodule,10.527303144185371,0.1085749861669505,inf,0.0,0.0,0.0,24,0.35110894135998133,0.922059707588753,False
0.75,infiltrate,8.676012855504986,0.050299841706000104,inf,0.0,0.0,0.0,24,0.35110894135998133,0.922059707588753,False
0.75,cavity_wall,8.932090194667563,0.05976421103708529,inf,0.0,0.0,0.0,24,0.35110894135998133,0.922059707588753,False
0.75,consolidation,8.462950611371147,0.049889826022345346,inf,0.0,0.0,0.0,24,0.35110894135998133,0.922059707588753,False
